,Position,Company,Location,Job URL,Job Description,Skills
1256,Unity Game Developer,BRIDGESTONE,India,"https://www.glassdoor.co.in/job-listing/unity-game-developer-bridgestone-JV_KO0,20_KE21,32.htm?jl=1009688682721","*Cross-Platform Development*: Ensure that games are optimized for multiple platforms, including mobile (iOS, Android), desktop, and web.&hellip;","3D animation, 2D animation, Performance tuning, iOS development, C#"
1257,Software Developer (PHP Freshers),Stratbeans Consulting,Gurgaon,"https://www.glassdoor.co.in/job-listing/software-developer-php-freshers-stratbeans-consulting-JV_IC2921225_KO0,31_KE32,53.htm?jl=1008063294896","We expose our developers to client, that gives you an experience of real time support, maintenance and documentation of software and you will learn how to…&hellip;","Jira, Elasticsearch, MVC, Node.js, CSS"
1258,Unity 3D Developer,HoloPundits,Chennai,"https://www.glassdoor.co.in/job-listing/unity-3d-developer-holopundits-JV_IC2833209_KO0,18_KE19,30.htm?jl=1008270108283",HoloPundits specializes in creating custom immersive products & solutions for the enterprise with one specific objective — to create outcomes that better our…&hellip;,"Visual Studio, Scripting, Scrum, Unity, Agile"
1259,Unity Game Developer,Midknight Studio .Pvt .ltd,India,"https://www.glassdoor.co.in/job-listing/unity-game-developer-midknight-studio-pvt-ltd-JV_KO0,20_KE21,45.htm?jl=1009689791307",Stay updated with industry trends and emerging technologies. Participate in brainstorming sessions to contribute to game design ideas.&hellip;,"C#, Git, .NET, OOP, Software development"
1260,Lead Software Engineer,Atlas Copco (India) Private Ltd.,Pune,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-atlas-copco-india-private-ltd-JV_IC2856202_KO0,22_KE23,52.htm?jl=1009688823299","NET Full Stack Developer, you play a pivotal role in both the frontend and backend aspects of web development using the . NET and SQL development is essential.&hellip;","Jira, CI/CD, SSO, Azure, MVC"
1261,iOS App Developer (Saturday Only In-Person Chennai),"Kugan Info Tech @ Mandaveli Chennai – Chennai, Tamil Nadu",Chennai,"https://www.glassdoor.co.in/job-listing/ios-app-developer-saturday-only-in-person-chennai-kugan-info-tech-mandaveli-chennai-chennai-tamil-nadu-JV_IC2833209_KO0,49_KE50,102.htm?jl=1009682376846","Experience with backend technologies (Node.js, AWS, Firebase) is an added advantage. Stay up to date with the latest iOS development trends and technologies.&hellip;","Node.js, iOS development, iOS, Objective-C, Git"
1262,Senior PHP Developer,joinsmarty.com,Hyderābād,"https://www.glassdoor.co.in/job-listing/senior-php-developer-joinsmarty-com-JV_IC2865319_KO0,20_KE21,35.htm?jl=1008489916798",Ability to take graphics from a designer in Adobe xD and implement them into an app or web page. In-depth knowledge of React Native and prior experience…&hellip;,"Gradle, CSS, React, Kanban, Mobile applications"
1263,STEM Eduactor (Hyderabad),Cognospace,India,"https://www.glassdoor.co.in/job-listing/stem-eduactor-hyderabad-cognospace-JV_KO0,23_KE24,34.htm?jl=1009676639734",The salary starts from 3 LPA . Freshers are encouraged if they come with an Engineering Background. Experience working in a collaborative environment like…&hellip;,"AI, Robotics, Communication skills, Teaching experience"
1264,Senior iOS Developer,American Express Global Business Travel,Gurgaon,"https://www.glassdoor.co.in/job-listing/senior-ios-developer-american-express-global-business-travel-JV_IC2921225_KO0,20_KE21,60.htm?jl=1009676169380","Develop the skills you want when the time is right for you, with global tuition assistance, access to over 20,000 courses on our learning platform, leadership…&hellip;","CI/CD, iOS development, Software deployment, iOS, Encryption"
1265,"PHP Laravel Developer & Tester (3 years exp, Worli)",EKOSTAY,Mumbai,"https://www.glassdoor.co.in/job-listing/php-laravel-developer-tester-3-years-exp-worli-ekostay-JV_IC2851180_KO0,46_KE47,54.htm?jl=1009557911916",Provide ongoing API support for frontend developers and mobile app developers. Total work: 3 years (Required).&hellip;,"MongoDB, SQL, PHP, APIs, MySQL"
1266,Mobile App Developer,AiimTech Software System,Sivakasi,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-aiimtech-software-system-JV_IC2831215_KO0,20_KE21,45.htm?jl=1007777295910","Should have knowledge of architectural platform in app development like Ionic, React, BuildFire, Firebase, Xamarin. Fulltime,Degree,Exp 1-2 yr.&hellip;","React, iOS development, iOS, Application development, SDKs"
1267,Mobile App Developer - Freshers,BigSpire Software,India,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-freshers-bigspire-software-JV_KO0,29_KE30,47.htm?jl=1005745249276",Please forward your resumes to careers@bigspire.com and we will get back to you if your resume matches our job criteria.&hellip;,"Java, Communication skills"
1268,Mobile App/ReactNative Developer,vInnovate Technologies,Remote,"https://www.glassdoor.co.in/job-listing/mobile-app-reactnative-developer-vinnovate-technologies-JV_KO0,32_KE33,55.htm?jl=1009614105482","Andriod / IOS mobile app development, ReactNative, NodeJS, Native sdk libraries, MongoDB, MySql,Exposure to creating and deploying apk, Agile, DevOps, Cloud…&hellip;","Node.js, Mobile applications, iOS, MongoDB, Application development"
1269,Mobile App Developer,Genflow Ltd,Remote,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-genflow-ltd-JV_KO0,20_KE21,32.htm?jl=1009664559645","*Testing and debugging: *Testing software via our review process before delivering the final product to the team, always ensuring you’re confident with the…&hellip;","Jira, Node.js, React, Mobile applications, iOS"
1270,Freelancer Mobile App Developer,Ayaa Online Solutions,Remote,"https://www.glassdoor.co.in/job-listing/freelancer-mobile-app-developer-ayaa-online-solutions-JV_KO0,31_KE32,53.htm?jl=1009696898667","Should have enough knowledge regarding app , designs UI/UX etc more details can be discussed on call . Job Types: Contractual / Temporary, Freelance.&hellip;","Mobile applications, JavaScript, UX, Software development, Front-end development"
1271,Firebase Mobile App Developer Trainee,Creative Web Solutions,Remote,"https://www.glassdoor.co.in/job-listing/firebase-mobile-app-developer-trainee-creative-web-solutions-JV_KO0,37_KE38,60.htm?jl=1009135755799",A computer with an internet connection is needed as we are operating as work from home. Our Firebase Flutter Mobile App Developer internship / training period…&hellip;,"English, Communication skills"
1272,Mobile Application Developer,Phoenix tekniks,Remote,"https://www.glassdoor.co.in/job-listing/mobile-application-developer-phoenix-tekniks-JV_KO0,28_KE29,44.htm?jl=1009697616057","Create one mobile application app Create image real time capture pixels and square fit Job Type: Freelance Contract length: 1 week Pay: ₹5,000.00 - ₹10,000…&hellip;","Mobile applications, JavaScript, Software development, Front-end development, SQLite"
1273,Mobile Application Developer,Duonomic,Remote,"https://www.glassdoor.co.in/job-listing/mobile-application-developer-duonomic-JV_KO0,28_KE29,37.htm?jl=1009687580622","Your role will be crucial in helping us develop innovative mobile applications that will revolutionize the industry. Job Types: Full-time, Fresher, Internship.&hellip;","Node.js, React, Mobile applications, iOS, REST"
1274,Mobile App Developer,AIBuzz Technoventures Pvt.Ltd.,Remote,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-aibuzz-technoventures-pvt-ltd-JV_KO0,20_KE21,50.htm?jl=1009678340371","Ideal candidates should have strong expertise in mobile development, data integration, and user experience design.&hellip;","Mobile applications, iOS, Objective-C, Google Cloud Platform, Android"
1275,Mobile App Developer - Flutter,Appening Infotech,Remote,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-flutter-appening-infotech-JV_KO0,28_KE29,46.htm?jl=1008093175141","PLUS if you have experience in working with WebRTC or similar Live Streaming Concepts. At each stage, must anticipate what our users need, advocate for them and…&hellip;","Mobile applications, iOS, Application development, SDKs, REST"
1276,flutter mobile developer,Equity Capital Advisors (India) Private Limited,Remote,"https://www.glassdoor.co.in/job-listing/flutter-mobile-developer-equity-capital-advisors-india-private-limited-JV_KO0,24_KE25,70.htm?jl=1009679499326","Integration & API Management: ○ Integrate RESTful APIs and third-party services into mobile applications. They must be able to work independently, collaborate…&hellip;","CI/CD, Software deployment, Mobile applications, iOS, Git"
1277,Mobile App Developer Internship,The Redx Technologies ltd,Remote,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-internship-the-redx-technologies-ltd-JV_KO0,31_KE32,57.htm?jl=1009688517069","✅ At least *one live app* published on the Play Store. ✅ Strong experience with *Flutter & Dart & Kotlin*. ✅ Ability to develop high-performance, scalable apps.&hellip;","iOS, Java, Application development, SDKs, APIs"
1278,Mobile App Developer - Freelancer,Aureole technologies Pvt Ltd (Vegam Solutions),Remote,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-freelancer-aureole-technologies-pvt-ltd-vegam-solutions-JV_KO0,31_KE32,76.htm?jl=1009679779795",Flexible working hours and remote working options. Strong understanding of mobile app lifecycle and state management. Phonegap/Cordova (for both Android/iOS).&hellip;,"Cordova, CSS, iOS development, Internet of things, Mobile applications"
1279,Firebase Mobile App Developer Junior,Creative Web Solutions,Remote,"https://www.glassdoor.co.in/job-listing/firebase-mobile-app-developer-junior-creative-web-solutions-JV_KO0,36_KE37,59.htm?jl=1009135755995",Job Type: Permanent / Full Time. Balance the long term and short-term implications of architectural decisions. Strong leadership and interpersonal skills.&hellip;,"Mobile applications, .NET Core, iOS"
1280,Firebase Developer for Mobile app backend,Gyri Infotech,Remote,"https://www.glassdoor.co.in/job-listing/firebase-developer-for-mobile-app-backend-gyri-infotech-JV_KO0,41_KE42,55.htm?jl=1009682743337","GoFlirt AI is a conversational AI mobile app built with React Native, designed to help users break the ice and start great conversations.&hellip;","CI/CD, React, Encryption, Continuous integration, REST"
1281,Firebase Android app developer,Implovate EduTech India,Remote,"https://www.glassdoor.co.in/job-listing/firebase-android-app-developer-implovate-edutech-india-JV_KO0,30_KE31,54.htm?jl=1008831771680","Skill Required - Android app development, Firebase - (Cloud Firestore, Realtime Database, Firebase Functions, etc), Software to Software communication (API)…&hellip;","Application development, APIs, Android Development"
1282,Front End Developer Intern,Necxis,Remote,"https://www.glassdoor.co.in/job-listing/front-end-developer-intern-necxis-JV_KO0,26_KE27,33.htm?jl=1009682634763",We are looking for a passionate and talented *Frontend Developer Intern* to help develop and maintain our web and mobile applications.&hellip;,"React, iOS development, iOS, Responsive web design, JavaScript"
1283,App Developer,Odisha IAS & Banking Academy,India,"https://www.glassdoor.co.in/job-listing/app-developer-odisha-ias-banking-academy-JV_KO0,13_KE14,40.htm?jl=1009694048161",Stay up-to-date with emerging technologies and industry trends. You will work closely with our product and design teams to create innovative and user-friendly…&hellip;,"Software troubleshooting, React, iOS development, Software deployment, Mobile applications"
1284,Front End Developer,Recrooters,Remote,"https://www.glassdoor.co.in/job-listing/front-end-developer-recrooters-JV_KO0,19_KE20,30.htm?jl=1009666175604",Previous Experience* – Must have built and deployed *both web and mobile apps* in a company as an *intern or full-time developer*. Expected hours: 40 per week.&hellip;,"CI/CD, CSS, React, Software deployment, Mobile applications"
1285,Junior iOS Developer,Recruitment Hub 365,Remote,"https://www.glassdoor.co.in/job-listing/junior-ios-developer-recruitment-hub-365-JV_KO0,20_KE21,40.htm?jl=1009697211062","This role involves working on solutions that optimize interfaces for delivery partners, enabling seamless handling of orders across various product lines, such…&hellip;","iOS development, Mobile applications, Data structures, iOS, Application development"
1286,Mobile App Developer,Probit Softech Pvt. Ltd,India,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-probit-softech-pvt-ltd-JV_KO0,20_KE21,43.htm?jl=1009686120617","Stay up-to-date with the latest industry trends and technology advancements. Collaborate with cross-functional teams (designers, backend developers, product…&hellip;","React, iOS development, iOS, Git, Java"
1287,Full Stack Developer,infatera software solutions,Remote,"https://www.glassdoor.co.in/job-listing/full-stack-developer-infatera-software-solutions-JV_KO0,20_KE21,48.htm?jl=1009685027964","Our team of passionate professionals delivers bespoke solutions to clients across various industries, understanding their unique requirements and providing them…&hellip;","CSS, Web development, Analysis skills, Software development, Software testing"
1288,Junior Hybrid Mobile App Developer,Future Nine Information Technologies,Hyderābād,"https://www.glassdoor.co.in/job-listing/junior-hybrid-mobile-app-developer-future-nine-information-technologies-JV_IC2865319_KO0,34_KE35,71.htm?jl=1007842568322",Develop and test code to deliver functionality that meets the overall business strategy and objectives. Hands on experience in deploying mobile apps on Android…&hellip;,"CSS, Bootstrap, Mobile applications, iOS, Git"
1289,Mobile App Developer Intern to Hire,Sirma Business Consulting India Private Limited,Bengaluru,"https://www.glassdoor.co.in/job-listing/mobile-app-developer-intern-to-hire-sirma-business-consulting-india-private-limited-JV_IC2940587_KO0,35_KE36,83.htm?jl=1009690170077",Understanding of mobile app design guidelines for both iOS and Android. Stay updated with the latest trends and best practices in mobile development and AI…&hellip;,"Software troubleshooting, React, Web development, Mobile applications, iOS"
1290,"Data Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/data-engineer-itc-nike-JV_KO0,17_KE18,22.htm?jl=1009696107333",This role requires the individual to be an excellent problem solver who'll design and implement complex data pipelines which solve business problems of Nike.&hellip;,"Big data, SQL, Communication skills"
1291,Senior Software Engineer II - React Native,Optum,Hyderābād,"https://www.glassdoor.co.in/job-listing/senior-software-engineer-ii-react-native-optum-JV_IC2865319_KO0,40_KE41,46.htm?jl=1009659256413","Measure and optimize system performance, with an eye toward pushing our capabilities forward, getting ahead of customer needs, and innovating to continually…&hellip;","CI/CD, JUnit, React, Mobile applications, Git"
1292,Lead - ML Engineering,S&P Global,Hyderābād,"https://www.glassdoor.co.in/job-listing/lead-ml-engineering-sp-global-JV_IC2865319_KO0,19_KE20,29.htm?jl=1009658754440","As a Lead Machine Learning Engineer in the Document Platforms and AI Team, you will play a key role in building next-generation data extraction tools working on…&hellip;","CI/CD, Image processing, Azure, Kubernetes, Big data"
1293,"Senior AI or ML Engineer - GenAI, Python",Optum,Bengaluru,"https://www.glassdoor.co.in/job-listing/senior-ai-or-ml-engineer-genai-python-optum-JV_IC2940587_KO0,37_KE38,43.htm?jl=1009679732788","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","TensorFlow, Azure, Management, Big data, Spark"
1294,"Senior Principal Software Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/senior-principal-software-engineer-itc-nike-JV_KO0,38_KE39,43.htm?jl=1009664796157",Provide responsive support and operations for the platforms you help build. Work with leadership to define delivery schedules of key features through an agile…&hellip;,"Azure, Go, Cloud architecture, Node.js, Kubernetes"
1295,Data Scientist Manager,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/data-scientist-manager-bp-energy-JV_IC2856202_KO0,22_KE23,32.htm?jl=1009525902509","Stay up to date with industry trends, standard methodologies and new technologies in data analytics, machine learning, data science technique !&hellip;","Data modeling, Azure, SAP, Salesforce, Data structures"
1296,Ab Initio Developer,ITI Data,Chennai,"https://www.glassdoor.co.in/job-listing/ab-initio-developer-iti-data-JV_IC2833209_KO0,19_KE20,28.htm?jl=1009492732651","We are looking for Ab Initio Developer to be able to design and build Ab Initio-based applications across Data Integration, Governance & Quality domains for our…&hellip;","Jira, CI/CD, Oracle, JUnit, Cassandra"
1297,Full Stack Java Developer,S&P Global,Gurgaon,"https://www.glassdoor.co.in/job-listing/full-stack-java-developer-sp-global-JV_IC2921225_KO0,25_KE26,35.htm?jl=1009658754454","Ensure the use of standards, governance and best practices in the industry to deliver high quality scalable solutions. Grade Level (for internal use): 11.&hellip;","CI/CD, Performance tuning, Azure, MVC, Kubernetes"
1298,Ab Initio Developer,ITI Data,Hyderābād,"https://www.glassdoor.co.in/job-listing/ab-initio-developer-iti-data-JV_IC2865319_KO0,19_KE20,28.htm?jl=1009518550249","We are looking for Ab Initio Developer to be able to design and build Ab Initio-based applications across Data Integration, Governance & Quality domains for our…&hellip;","Jira, CI/CD, Oracle, JUnit, Cassandra"
1299,Big Data Engineer,Timusconsulting,Remote,"https://www.glassdoor.co.in/job-listing/big-data-engineer-timusconsulting-JV_KO0,17_KE18,33.htm?jl=1009678705829","Big data: 3 years (Required). *Analytical Skills*: Ability to translate technical requirements to non-technical teams, deliver clear solutions, and create test…&hellip;","Jira, Big data, DevOps, Spark, Git"
1300,Data Engineer I,Indeed,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-i-indeed-JV_KO0,15_KE16,22.htm?jl=1009611945709","This is a technical role that involves defining changes to the data lake data model, and building scalable and efficient processes to populate or modify data…&hellip;","CI/CD, Data modeling, Azure, Cassandra, Relational databases"
1301,Big Data Application Support Engineer (Fresher),Tranzmeo,India,"https://www.glassdoor.co.in/job-listing/big-data-application-support-engineer-fresher-tranzmeo-JV_KO0,45_KE46,54.htm?jl=1008139885611","Get into the details of the various issues that could occur and troubleshoot the data processing big data jobs, trace requests by analyzing logs, figuring out…&hellip;","Big data, Kafka, Communication skills"
1302,Big Data Analytics Engineer - Hadoop / Hive - Banking Domain,MNJ Software,Remote,"https://www.glassdoor.co.in/job-listing/big-data-analytics-engineer-hadoop-hive-banking-domain-mnj-software-JV_KO0,54_KE55,67.htm?jl=1007738789142",Employees are required to have flexibility to work any of our 9-hour shift schedules during our normal business hours of (6am - 10pm IST) or (6pm to 6am IST).&hellip;,"Big data, Spark, English, Apache Hive, Tableau"
1303,Data Engineer- Snowflake,Element Technologies inc,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-snowflake-element-technologies-inc-JV_KO0,23_KE24,48.htm?jl=1009684847954","Big data: 3 years (Required). In this role, this person will play a pivotal role in driving the design, implementation, and optimization of data solutions.&hellip;","Cloud architecture, Big data, Software deployment, Salesforce, DevOps"
1304,Big Data Engineer,SRS Infoway,Pune,"https://www.glassdoor.co.in/job-listing/big-data-engineer-srs-infoway-JV_IC2856202_KO0,17_KE18,29.htm?jl=1009679362898",Develop and maintain data warehouse solutions for efficient data storage and retrieval. Strong knowledge of data warehouse design principles.&hellip;,"Azure, Big data, SQL, Machine learning, REST"
1305,Data Engineer,CareerCraft Company,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-careercraft-company-JV_KO0,13_KE14,33.htm?jl=1009687840433","Develop detailed case studies on existing projects and reusable assets. Implement robust data security protocols, ensuring encryption and decryption of …&hellip;","Oracle, SAP HANA, Big data, Encryption, Google Cloud Platform"
1306,Data Engineer – Azure Big Data & Snowflake,Virtue Tech Inc,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-azure-big-data-snowflake-virtue-tech-inc-JV_KO0,38_KE39,54.htm?jl=1009611278825","The role involves designing, developing, and optimizing data pipelines, implementing scalable architectures, and ensuring efficient data solutions for analytics…&hellip;","CI/CD, Data modeling, Azure, Big data, DevOps"
1307,"Web Solutions Engineer, University Graduate, 2025",Google,Bengaluru,"https://www.glassdoor.co.in/job-listing/web-solutions-engineer-university-graduate-2025-google-JV_IC2940587_KO0,47_KE48,54.htm?jl=1009556194436","Based on the evolving needs of our ads customers, we partner with Sales, Product and Engineering teams within Google to develop better solutions, tools, and…&hellip;","Web analytics, Java, SQL, C++, Project management"
1308,Data Engineer Support,Albireo Tech System,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-support-albireo-tech-system-JV_KO0,21_KE22,41.htm?jl=1009693462820","If you're experienced in data engineering and can provide hands-on support, apply now! We are looking for a 5 years of experience Data Engineer to provide…&hellip;","Azure, Big data, NoSQL, MongoDB, Databases"
1309,Big Data Engineer,CereSight,India,"https://www.glassdoor.co.in/job-listing/big-data-engineer-ceresight-JV_KO0,17_KE18,27.htm?jl=1006444141978",We think the knowledge acquired by earning a doctorate or master’s degree in Computer Science with AI as a specialization would be of great value in this…&hellip;,"TensorFlow, Azure, Big data, R, Apache Hive"
1310,"Senior Staff Engineer, Big Data",Nagarro,Remote,"https://www.glassdoor.co.in/job-listing/senior-staff-engineer-big-data-nagarro-JV_KO0,30_KE31,38.htm?jl=1009013269328","Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…&hellip;",Big data
1311,Big Data Engineer,Org Linked,Chennai,"https://www.glassdoor.co.in/job-listing/big-data-engineer-org-linked-JV_IC2833209_KO0,17_KE18,28.htm?jl=1009676422934","The ideal candidate has expertise in big data frameworks, distributed computing, and cloud-based data solutions. Salary*:(Per Annum)-Based on Skills set.&hellip;","CI/CD, Azure, Kubernetes, Big data, Spark"
1312,Data Engineer,Dicetek LLC,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-dicetek-llc-JV_KO0,13_KE14,25.htm?jl=1009685583510","Familiarity with big data technologies and their applications in data management and analysis. Expertise in data modeling techniques and ETL tools (e.g.,…&hellip;","Data modeling, Big data, Spark, Regulatory reporting, Apache Hive"
1313,ETL Data support Engineer,Mr. Cooper,Chennai,"https://www.glassdoor.co.in/job-listing/etl-data-support-engineer-mr-cooper-JV_IC2833209_KO0,25_KE26,35.htm?jl=1009695647085","Work on cloud technologies (Azure, GCP) and data bricks for added efficiencies. Help in identifying long running data pipelines and report to development team…&hellip;","Azure, Oracle, Microsoft SQL Server, Databases"
1314,Intern-Big Data,Seagate Technology,Pune,"https://www.glassdoor.co.in/job-listing/intern-big-data-seagate-technology-JV_IC2856202_KO0,15_KE16,34.htm?jl=1009687016345","Big data solutions on cloud (AWS or Other). Exceptional data engineering skills in large, high-scale Data platforms and applications using cloud and big data…&hellip;","Kubernetes, Big data, Spark, Apache Hive, Java"
1315,Senior Data Engineer (Databricks),zb.io,Remote,"https://www.glassdoor.co.in/job-listing/senior-data-engineer-databricks-zb-io-JV_KO0,31_KE32,37.htm?jl=1009675793161","Data Architecture & Governance – Experience in data modeling, data lakes, warehouse design, and security best practices in a regulated industry.&hellip;","Data modeling, Big data, Spark, Regulatory reporting, HIPAA"
1316,Consultant | Data Engineer,amdocs,Pune,"https://www.glassdoor.co.in/job-listing/consultant-data-engineer-amdocs-JV_IC2856202_KO0,24_KE25,31.htm?jl=1009692412287","Implement incremental data transformation workflows to update silver and gold layer datasets in near real-time, adhering to Delta Lake best practices.&hellip;","Azure, Big data, Spark, Microsoft SQL Server, SQL"
1317,Azure Data Engineer,Ray Minds,Remote,"https://www.glassdoor.co.in/job-listing/azure-data-engineer-ray-minds-JV_KO0,19_KE20,29.htm?jl=1009687219237","Collaborate cross-functionally with data scientists, analysts, and business teams to gather and address data requirements.&hellip;","CI/CD, Power BI, Azure, Business intelligence, Big data"
1318,GCP Data Engineer,Warrior Tech Solutions,Remote,"https://www.glassdoor.co.in/job-listing/gcp-data-engineer-warrior-tech-solutions-JV_KO0,17_KE18,40.htm?jl=1009679403522","1.Participate in the overall development lifecycle including the analysis, design, develop, user acceptance testing and implementation of business intelligence…&hellip;","Data modeling, Business intelligence, Spark, Tableau, SQL"
1319,Data Engineer,Keystone Kinetic Technologies Solution,Remote,"https://www.glassdoor.co.in/job-listing/data-engineer-keystone-kinetic-technologies-solution-JV_KO0,13_KE14,52.htm?jl=1009691142787","Work extensively with *SQL, GCP BigQuery (BQ), Spark, Hive, and HDFS* to create scalable data solutions. Experience with *big data technologies* like Spark,…&hellip;","CI/CD, Data modeling, Big data, DevOps, Spark"
1320,Data Analytics Developer - Power BI Specialist,AceNgage Infoservices,Remote,"https://www.glassdoor.co.in/job-listing/data-analytics-developer-power-bi-specialist-acengage-infoservices-JV_KO0,44_KE45,66.htm?jl=1009619962984",Background in data warehouse design (e.g. dimensional modeling) and data mining. Design and develop dashboards that cater to the business requirement.&hellip;,"AJAX, Power BI, Microsoft Excel, Data mining, React"
1321,IN_Specialist 3_ Data Analytics_D&A_Advisory_PAN India,PwC,Calcutta,"https://www.glassdoor.co.in/job-listing/in-specialist-3-data-analytics-d-a-advisory-pan-india-pwc-JV_IC2901633_KO0,53_KE54,57.htm?jl=1009697369701","At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for…&hellip;","Azure, Big data, SQL, Database administration, AWS"
1322,Process Specialist,Infosys BPM Limited,Bengaluru,"https://www.glassdoor.co.in/job-listing/process-specialist-infosys-bpm-limited-JV_IC2940587_KO0,18_KE19,38.htm?jl=1009675461511",Issue Resolution Handle returns exchanges and other order related customer service issues. Inventory Management Coordinate with the warehouse to ensure timely…&hellip;,No skills listed
1323,Technical Specialist-Data Engg,BirlaSoft,Chennai,"https://www.glassdoor.co.in/job-listing/technical-specialist-data-engg-birlasoft-JV_IC2833209_KO0,30_KE31,40.htm?jl=1009682480182","Ability to design scalable data pipelines using modern cloud data stack technologies. ETL process development, data application design, and data pipeline…&hellip;","CI/CD, Data modeling, Azure, Business intelligence, DevOps"
1324,SENIOR DATA ANALYST SPECIALIST FOR VISUALIZATION AND DECISION INTELLIGENCE,HUBER+SUHNER,India,"https://www.glassdoor.co.in/job-listing/senior-data-analyst-specialist-for-visualization-and-decision-intelligence-huber-suhner-JV_KO0,74_KE75,87.htm?jl=1009695632395","Collaborates strongly with the BI team in IT, ensuring that data solutions are aligned with business needs and that analytics drive tangible value.&hellip;","Power BI, English, Analysis skills, Communication skills, Data warehouse"
1325,Senior Warehouse and Transportation Specialist,Cargill,Gurgaon,"https://www.glassdoor.co.in/job-listing/senior-warehouse-and-transportation-specialist-cargill-JV_IC2921225_KO0,46_KE47,54.htm?jl=1009671848748",Ensure all relevant documents are shared with respective team on time to process further and enable service / Compliance.&hellip;,Project management
1326,"Specialist, Data Analysis",Standard Chartered,Chennai,"https://www.glassdoor.co.in/job-listing/specialist-data-analysis-standard-chartered-JV_IC2833209_KO0,24_KE25,43.htm?jl=1009693791574","Time-off including annual leave, parental/maternity (20 weeks), sabbatical (12 months maximum) and volunteering leave (3 days), along with minimum global…&hellip;","Jira, Wealth management, Business intelligence, SAS, Big data"
1327,Database specialist – SQL Server,Inssemble,Pune,"https://www.glassdoor.co.in/job-listing/database-specialist-sql-server-inssemble-JV_IC2856202_KO0,30_KE31,40.htm?jl=1007759278907","Inviting applications for the role of Database specialist – SQL Server In this role you will be responsible for development of high quality database solutions,…&hellip;","Microsoft SQL Server, SQL, SSIS, Data warehouse"
1328,"Investigation Specialist Sr, SCOT - FBA Warehouse Dist",ADCI - Karnataka,Bengaluru,"https://www.glassdoor.co.in/job-listing/investigation-specialist-sr-scot-fba-warehouse-dist-adci-karnataka-JV_IC2940587_KO0,51_KE52,66.htm?jl=1009683190442",Amazon Warehousing and Distribution (AWD) is building on that foundation with a bulk storage and distribution service for FBA sellers and innovating towards…&hellip;,"Supply chain, English, Time management"
1329,Pricing & Operations Specialist,Sash Global Logistics Pvt Ltd,Gurgaon,"https://www.glassdoor.co.in/job-listing/pricing-operations-specialist-sash-global-logistics-pvt-ltd-JV_IC2921225_KO0,29_KE30,59.htm?jl=1009667332664","*Develop and maintain long-term relationships* with key clients, understanding their shipping needs and offering tailored solutions to meet those needs.&hellip;",No skills listed
1330,Specialist BI Analyst,NICE,Pune,"https://www.glassdoor.co.in/job-listing/specialist-bi-analyst-nice-JV_IC2856202_KO0,21_KE22,26.htm?jl=1009683750405",Experience in cloud data warehouse: Snowflake – an advantage. In this role you will be responsible for dashboards used by the R&D group.&hellip;,"Computer science, Power BI, Data modeling, English, SQL"
1331,HANA XSA Specialist,Auditics Pvt Ltd,Chennai,"https://www.glassdoor.co.in/job-listing/hana-xsa-specialist-auditics-pvt-ltd-JV_IC2833209_KO0,19_KE20,36.htm?jl=1009683174927","Gather requirements for solutions, testing these solutions and executing performance analysis. Smart Data Integration (SDI) and real time data replication…&hellip;","Data modeling, SAP HANA, SAP, Git, SAP BW 4HANA"
1332,Data Analytics and Business Intelligence Specialist,Profitics,India,"https://www.glassdoor.co.in/job-listing/data-analytics-and-business-intelligence-specialist-profitics-JV_KO0,51_KE52,61.htm?jl=1006766273624",Coordinates with IT to define and establish the overall data warehouse architecture for the business including an integrated data model covering the entire…&hellip;,"Business intelligence, Data analytics, Linux"
1333,Inventory Reconciliation Specialist,cellecor gadgets limited,India,"https://www.glassdoor.co.in/job-listing/inventory-reconciliation-specialist-cellecor-gadgets-limited-JV_KO0,35_KE36,60.htm?jl=1009698756390","Collaborate with warehouse, procurement, and sales teams to address inventory-related issues and improve processes.&hellip;","Analysis skills, Demand planning, Communication skills"
